item_id,restaurant_id,cuisine,item_name,category,price,veg_flag,prep_time_min,popularity_score
I0772,R100,North Indian,Kadhai Paneer,Main Course,208,Veg,20,85
I0773,R100,North Indian,Chicken Tikka,Starter,275,Non-Veg,20,94
I0774,R100,North Indian,Paneer Tikka,Starter,185,Veg,18,79
I0775,R100,North Indian,Garlic Naan,Bread,71,Veg,8,88
I0776,R100,North Indian,Jeera Rice,Rice,134,Veg,15,74
I0777,R100,North Indian,Gulab Jamun,Dessert,90,Veg,8,56
I0778,R101,Healthy,Veg Salad Bowl,Healthy,171,Veg,10,93
I0779,R101,Healthy,Chicken Salad Bowl,Healthy,231,Non-Veg,12,80
I0780,R101,Healthy,Paneer Bowl,Healthy,199,Veg,12,88
I0781,R101,Healthy,Grilled Chicken Bowl,Healthy,244,Non-Veg,18,59
I0782,R101,Healthy,Fruit Bowl,Healthy,140,Veg,8,66
I0783,R101,Healthy,Protein Smoothie,Beverage,205,Veg,8,64
I0784,R101,Healthy,Oats Bowl,Breakfast,157,Veg,10,97
I0785,R102,Pizza,Margherita Pizza,Main Course,253,Veg,15,58
I0786,R102,Pizza,Farmhouse Pizza,Main Course,311,Veg,18,76
I0787,R102,Pizza,Paneer Pizza,Main Course,281,Veg,18,46
I0788,R102,Pizza,Chicken Pizza,Main Course,349,Non-Veg,20,51
I0789,R102,Pizza,Pepperoni Pizza,Main Course,393,Non-Veg,20,66
I0790,R102,Pizza,Garlic Bread,Side,143,Veg,10,42
I0791,R102,Pizza,Cheese Burst Pizza,Main Course,373,Veg,20,82
I0792,R103,South Indian,Masala Dosa,Main Course,133,Veg,12,80
I0793,R103,South Indian,Plain Dosa,Main Course,89,Veg,10,61
I0794,R103,South Indian,Idli Sambar,Main Course,97,Veg,10,75
I0795,R103,South Indian,Vada Sambar,Main Course,107,Veg,10,50
I0796,R103,South Indian,Paneer Dosa,Main Course,171,Veg,14,97
I0797,R103,South Indian,Uttapam,Main Course,118,Veg,12,92
I0798,R103,South Indian,Filter Coffee,Beverage,65,Veg,5,42
I0799,R104,Healthy,Veg Salad Bowl,Healthy,190,Veg,10,40
I0800,R104,Healthy,Chicken Salad Bowl,Healthy,219,Non-Veg,12,46
I0801,R104,Healthy,Paneer Bowl,Healthy,238,Veg,12,53
I0802,R104,Healthy,Grilled Chicken Bowl,Healthy,274,Non-Veg,18,66
I0803,R104,Healthy,Fruit Bowl,Healthy,162,Veg,8,37
I0804,R104,Healthy,Protein Smoothie,Beverage,164,Veg,8,46
I0805,R104,Healthy,Oats Bowl,Breakfast,151,Veg,10,48
I0806,R105,Pizza,Margherita Pizza,Main Course,205,Veg,15,40
I0807,R105,Pizza,Farmhouse Pizza,Main Course,316,Veg,18,76
I0808,R105,Pizza,Paneer Pizza,Main Course,335,Veg,18,50
I0809,R105,Pizza,Chicken Pizza,Main Course,380,Non-Veg,20,34
I0810,R105,Pizza,Pepperoni Pizza,Main Course,417,Non-Veg,20,49
I0811,R105,Pizza,Garlic Bread,Side,142,Veg,10,41
I0812,R105,Pizza,Cheese Burst Pizza,Main Course,411,Veg,20,48
I0813,R106,Biryani,Chicken Biryani,Main Course,226,Non-Veg,25,81
I0814,R106,Biryani,Mutton Biryani,Main Course,357,Non-Veg,30,84
I0815,R106,Biryani,Egg Biryani,Main Course,179,Non-Veg,22,62
I0816,R106,Biryani,Paneer Biryani,Main Course,198,Veg,22,52
I0817,R106,Biryani,Veg Biryani,Main Course,159,Veg,20,93
I0818,R106,Biryani,Chicken 65,Starter,215,Non-Veg,18,80
I0819,R106,Biryani,Raita,Side,67,Veg,5,80
I0820,R106,Biryani,Biryani Combo,Combo,294,Non-Veg,28,33
I0821,R107,Desserts,Gulab Jamun,Dessert,99,Veg,8,64
I0822,R107,Desserts,Brownie,Dessert,133,Veg,10,74
I0823,R107,Desserts,Chocolate Cake,Dessert,162,Veg,12,48
I0824,R107,Desserts,Cheesecake,Dessert,215,Veg,15,96
I0825,R107,Desserts,Ice Cream,Dessert,101,Veg,5,42
I0826,R107,Desserts,Chocolate Mousse,Dessert,171,Veg,10,90
I0827,R107,Desserts,Rasmalai,Dessert,136,Veg,8,51
I0828,R108,Biryani,Chicken Biryani,Main Course,236,Non-Veg,25,72
I0829,R108,Biryani,Mutton Biryani,Main Course,358,Non-Veg,30,39
I0830,R108,Biryani,Egg Biryani,Main Course,168,Non-Veg,22,50
I0831,R108,Biryani,Paneer Biryani,Main Course,188,Veg,22,95
I0832,R108,Biryani,Veg Biryani,Main Course,157,Veg,20,64
I0833,R108,Biryani,Chicken 65,Starter,200,Non-Veg,18,86
I0834,R108,Biryani,Raita,Side,66,Veg,5,64
I0835,R108,Biryani,Biryani Combo,Combo,322,Non-Veg,28,37
I0836,R109,Desserts,Gulab Jamun,Dessert,103,Veg,8,100
I0837,R109,Desserts,Brownie,Dessert,126,Veg,10,96
I0838,R109,Desserts,Chocolate Cake,Dessert,174,Veg,12,54
I0839,R109,Desserts,Cheesecake,Dessert,233,Veg,15,44
I0840,R109,Desserts,Ice Cream,Dessert,94,Veg,5,37
I0841,R109,Desserts,Chocolate Mousse,Dessert,164,Veg,10,30
I0842,R109,Desserts,Rasmalai,Dessert,133,Veg,8,95
I0843,R110,Chinese,Veg Hakka Noodles,Main Course,148,Veg,15,52
I0844,R110,Chinese,Chicken Hakka Noodles,Main Course,215,Non-Veg,18,75
I0845,R110,Chinese,Veg Fried Rice,Main Course,146,Veg,15,33
I0846,R110,Chinese,Chicken Fried Rice,Main Course,200,Non-Veg,18,32
I0847,R110,Chinese,Chilli Paneer,Starter,201,Veg,15,74
I0848,R110,Chinese,Chilli Chicken,Starter,236,Non-Veg,18,74
I0849,R110,Chinese,Manchurian,Starter,194,Veg,15,45
I0850,R110,Chinese,Spring Rolls,Starter,139,Veg,12,46
I0851,R111,Chinese,Veg Hakka Noodles,Main Course,164,Veg,15,45
I0852,R111,Chinese,Chicken Hakka Noodles,Main Course,214,Non-Veg,18,95
I0853,R111,Chinese,Veg Fried Rice,Main Course,138,Veg,15,42
I0854,R111,Chinese,Chicken Fried Rice,Main Course,213,Non-Veg,18,60
I0855,R111,Chinese,Chilli Paneer,Starter,182,Veg,15,68
I0856,R111,Chinese,Chilli Chicken,Starter,220,Non-Veg,18,84
I0857,R111,Chinese,Manchurian,Starter,192,Veg,15,82
I0858,R111,Chinese,Spring Rolls,Starter,144,Veg,12,46
I0859,R112,Chinese,Veg Hakka Noodles,Main Course,170,Veg,15,82
I0860,R112,Chinese,Chicken Hakka Noodles,Main Course,191,Non-Veg,18,48
I0861,R112,Chinese,Veg Fried Rice,Main Course,148,Veg,15,86
I0862,R112,Chinese,Chicken Fried Rice,Main Course,218,Non-Veg,18,60
I0863,R112,Chinese,Chilli Paneer,Starter,213,Veg,15,52
I0864,R112,Chinese,Chilli Chicken,Starter,246,Non-Veg,18,39
I0865,R112,Chinese,Manchurian,Starter,188,Veg,15,83
I0866,R112,Chinese,Spring Rolls,Starter,119,Veg,12,61
I0867,R113,South Indian,Masala Dosa,Main Course,124,Veg,12,79
I0868,R113,South Indian,Plain Dosa,Main Course,97,Veg,10,82
I0869,R113,South Indian,Idli Sambar,Main Course,99,Veg,10,51
I0870,R113,South Indian,Vada Sambar,Main Course,104,Veg,10,33
I0871,R113,South Indian,Paneer Dosa,Main Course,140,Veg,14,37
I0872,R113,South Indian,Uttapam,Main Course,116,Veg,12,60
I0873,R113,South Indian,Filter Coffee,Beverage,68,Veg,5,78
I0874,R114,Biryani,Chicken Biryani,Main Course,215,Non-Veg,25,55
I0875,R114,Biryani,Mutton Biryani,Main Course,345,Non-Veg,30,67
I0876,R114,Biryani,Egg Biryani,Main Course,202,Non-Veg,22,79
I0877,R114,Biryani,Paneer Biryani,Main Course,193,Veg,22,35
I0878,R114,Biryani,Veg Biryani,Main Course,154,Veg,20,93
I0879,R114,Biryani,Chicken 65,Starter,206,Non-Veg,18,40
I0880,R114,Biryani,Raita,Side,66,Veg,5,48
I0881,R114,Biryani,Biryani Combo,Combo,292,Non-Veg,28,63
I0882,R115,Desserts,Gulab Jamun,Dessert,88,Veg,8,44
I0883,R115,Desserts,Brownie,Dessert,159,Veg,10,78
I0884,R115,Desserts,Chocolate Cake,Dessert,159,Veg,12,85
I0885,R115,Desserts,Cheesecake,Dessert,251,Veg,15,66
I0886,R115,Desserts,Ice Cream,Dessert,93,Veg,5,58
I0887,R115,Desserts,Chocolate Mousse,Dessert,150,Veg,10,84
I0888,R115,Desserts,Rasmalai,Dessert,108,Veg,8,52
I0889,R116,Pizza,Margherita Pizza,Main Course,212,Veg,15,42
I0890,R116,Pizza,Farmhouse Pizza,Main Course,303,Veg,18,53
I0891,R116,Pizza,Paneer Pizza,Main Course,327,Veg,18,46
I0892,R116,Pizza,Chicken Pizza,Main Course,374,Non-Veg,20,54
I0893,R116,Pizza,Pepperoni Pizza,Main Course,370,Non-Veg,20,50
I0894,R116,Pizza,Garlic Bread,Side,143,Veg,10,41
I0895,R116,Pizza,Cheese Burst Pizza,Main Course,414,Veg,20,46
I0896,R117,North Indian,Butter Chicken,Main Course,277,Non-Veg,25,77
I0897,R117,North Indian,Paneer Butter Masala,Main Course,219,Veg,20,70
I0898,R117,North Indian,Dal Makhani,Main Course,183,Veg,18,47
I0899,R117,North Indian,Chole Bhature,Main Course,169,Veg,15,100
I0900,R117,North Indian,Kadhai Paneer,Main Course,229,Veg,20,42
I0901,R117,North Indian,Chicken Tikka,Starter,241,Non-Veg,20,31
I0902,R117,North Indian,Paneer Tikka,Starter,191,Veg,18,67
I0903,R117,North Indian,Garlic Naan,Bread,71,Veg,8,85
I0904,R117,North Indian,Jeera Rice,Rice,138,Veg,15,74
I0905,R117,North Indian,Gulab Jamun,Dessert,82,Veg,8,38
I0906,R118,Pizza,Margherita Pizza,Main Course,206,Veg,15,36
I0907,R118,Pizza,Farmhouse Pizza,Main Course,298,Veg,18,32
I0908,R118,Pizza,Paneer Pizza,Main Course,294,Veg,18,73
I0909,R118,Pizza,Chicken Pizza,Main Course,350,Non-Veg,20,83
I0910,R118,Pizza,Pepperoni Pizza,Main Course,361,Non-Veg,20,50
I0911,R118,Pizza,Garlic Bread,Side,136,Veg,10,42
I0912,R118,Pizza,Cheese Burst Pizza,Main Course,329,Veg,20,83
I0913,R119,North Indian,Butter Chicken,Main Course,288,Non-Veg,25,73
I0914,R119,North Indian,Paneer Butter Masala,Main Course,203,Veg,20,75
I0915,R119,North Indian,Dal Makhani,Main Course,173,Veg,18,53
I0916,R119,North Indian,Chole Bhature,Main Course,178,Veg,15,43
I0917,R119,North Indian,Kadhai Paneer,Main Course,211,Veg,20,54
I0918,R119,North Indian,Chicken Tikka,Starter,260,Non-Veg,20,46
I0919,R119,North Indian,Paneer Tikka,Starter,225,Veg,18,53
I0920,R119,North Indian,Garlic Naan,Bread,76,Veg,8,54
I0921,R119,North Indian,Jeera Rice,Rice,148,Veg,15,89
I0922,R119,North Indian,Gulab Jamun,Dessert,90,Veg,8,94
I0923,R120,Burgers,Veg Burger,Main Course,127,Veg,10,57
I0924,R120,Burgers,Paneer Burger,Main Course,164,Veg,12,87
I0925,R120,Burgers,Chicken Burger,Main Course,212,Non-Veg,12,82
I0926,R120,Burgers,Cheese Burger,Main Course,165,Veg,12,76
I0927,R120,Burgers,Double Chicken Burger,Main Course,286,Non-Veg,15,63
I0928,R120,Burgers,French Fries,Side,104,Veg,8,36
I0929,R120,Burgers,Peri Peri Fries,Side,118,Veg,8,54
I0930,R121,Pizza,Margherita Pizza,Main Course,241,Veg,15,87
I0931,R121,Pizza,Farmhouse Pizza,Main Course,306,Veg,18,86
I0932,R121,Pizza,Paneer Pizza,Main Course,298,Veg,18,45
I0933,R121,Pizza,Chicken Pizza,Main Course,365,Non-Veg,20,36
I0934,R121,Pizza,Pepperoni Pizza,Main Course,426,Non-Veg,20,80
I0935,R121,Pizza,Garlic Bread,Side,127,Veg,10,37
I0936,R121,Pizza,Cheese Burst Pizza,Main Course,394,Veg,20,74
I0937,R122,Healthy,Veg Salad Bowl,Healthy,180,Veg,10,33
I0938,R122,Healthy,Chicken Salad Bowl,Healthy,259,Non-Veg,12,58
I0939,R122,Healthy,Paneer Bowl,Healthy,211,Veg,12,57
I0940,R122,Healthy,Grilled Chicken Bowl,Healthy,265,Non-Veg,18,73
I0941,R122,Healthy,Fruit Bowl,Healthy,137,Veg,8,38
I0942,R122,Healthy,Protein Smoothie,Beverage,173,Veg,8,85
I0943,R122,Healthy,Oats Bowl,Breakfast,161,Veg,10,79
I0944,R123,Healthy,Veg Salad Bowl,Healthy,191,Veg,10,61
I0945,R123,Healthy,Chicken Salad Bowl,Healthy,211,Non-Veg,12,46
I0946,R123,Healthy,Paneer Bowl,Healthy,210,Veg,12,100
I0947,R123,Healthy,Grilled Chicken Bowl,Healthy,243,Non-Veg,18,55
I0948,R123,Healthy,Fruit Bowl,Healthy,167,Veg,8,74
I0949,R123,Healthy,Protein Smoothie,Beverage,174,Veg,8,82
I0950,R123,Healthy,Oats Bowl,Breakfast,144,Veg,10,97
I0951,R124,Momos,Veg Momos,Main Course,120,Veg,10,57
I0952,R124,Momos,Chicken Momos,Main Course,159,Non-Veg,12,94
I0953,R124,Momos,Paneer Momos,Main Course,138,Veg,12,81
I0954,R124,Momos,Fried Momos,Main Course,157,Veg,14,83
I0955,R124,Momos,Chicken Fried Momos,Main Course,193,Non-Veg,15,76
I0956,R124,Momos,Tandoori Momos,Main Course,165,Veg,15,75
I0957,R124,Momos,Chilli Momos,Main Course,156,Veg,14,34
I0958,R125,Biryani,Chicken Biryani,Main Course,225,Non-Veg,25,83
I0959,R125,Biryani,Mutton Biryani,Main Course,321,Non-Veg,30,67
I0960,R125,Biryani,Egg Biryani,Main Course,186,Non-Veg,22,44
I0961,R125,Biryani,Paneer Biryani,Main Course,188,Veg,22,50
I0962,R125,Biryani,Veg Biryani,Main Course,182,Veg,20,35
I0963,R125,Biryani,Chicken 65,Starter,203,Non-Veg,18,91
I0964,R125,Biryani,Raita,Side,61,Veg,5,75
I0965,R125,Biryani,Biryani Combo,Combo,282,Non-Veg,28,32
I0966,R126,North Indian,Butter Chicken,Main Course,264,Non-Veg,25,37
I0967,R126,North Indian,Paneer Butter Masala,Main Course,210,Veg,20,62
I0968,R126,North Indian,Dal Makhani,Main Course,168,Veg,18,79
I0969,R126,North Indian,Chole Bhature,Main Course,178,Veg,15,57
I0970,R126,North Indian,Kadhai Paneer,Main Course,224,Veg,20,70
I0971,R126,North Indian,Chicken Tikka,Starter,228,Non-Veg,20,77
I0972,R126,North Indian,Paneer Tikka,Starter,200,Veg,18,88
I0973,R126,North Indian,Garlic Naan,Bread,80,Veg,8,40
I0974,R126,North Indian,Jeera Rice,Rice,132,Veg,15,47
I0975,R126,North Indian,Gulab Jamun,Dessert,94,Veg,8,84
I0976,R127,North Indian,Butter Chicken,Main Course,267,Non-Veg,25,55
I0977,R127,North Indian,Paneer Butter Masala,Main Course,199,Veg,20,58
I0978,R127,North Indian,Dal Makhani,Main Course,203,Veg,18,46
I0979,R127,North Indian,Chole Bhature,Main Course,182,Veg,15,95
I0980,R127,North Indian,Kadhai Paneer,Main Course,240,Veg,20,37
I0981,R127,North Indian,Chicken Tikka,Starter,226,Non-Veg,20,37
I0982,R127,North Indian,Paneer Tikka,Starter,219,Veg,18,94
I0983,R127,North Indian,Garlic Naan,Bread,71,Veg,8,88
I0984,R127,North Indian,Jeera Rice,Rice,148,Veg,15,73
I0985,R127,North Indian,Gulab Jamun,Dessert,81,Veg,8,65
I0986,R128,Biryani,Chicken Biryani,Main Course,218,Non-Veg,25,57
I0987,R128,Biryani,Mutton Biryani,Main Course,306,Non-Veg,30,72
I0988,R128,Biryani,Egg Biryani,Main Course,164,Non-Veg,22,71
I0989,R128,Biryani,Paneer Biryani,Main Course,186,Veg,22,95
I0990,R128,Biryani,Veg Biryani,Main Course,165,Veg,20,77
I0991,R128,Biryani,Chicken 65,Starter,194,Non-Veg,18,56
I0992,R128,Biryani,Raita,Side,54,Veg,5,96
I0993,R128,Biryani,Biryani Combo,Combo,315,Non-Veg,28,74
I0994,R129,South Indian,Masala Dosa,Main Course,112,Veg,12,38
I0995,R129,South Indian,Plain Dosa,Main Course,84,Veg,10,56
I0996,R129,South Indian,Idli Sambar,Main Course,102,Veg,10,30
I0997,R129,South Indian,Vada Sambar,Main Course,91,Veg,10,100
I0998,R129,South Indian,Paneer Dosa,Main Course,149,Veg,14,49
I0999,R129,South Indian,Uttapam,Main Course,131,Veg,12,64
I1000,R129,South Indian,Filter Coffee,Beverage,64,Veg,5,46
I1001,R130,Momos,Veg Momos,Main Course,132,Veg,10,82
I1002,R130,Momos,Chicken Momos,Main Course,148,Non-Veg,12,97
I1003,R130,Momos,Paneer Momos,Main Course,156,Veg,12,30
I1004,R130,Momos,Fried Momos,Main Course,152,Veg,14,49
I1005,R130,Momos,Chicken Fried Momos,Main Course,176,Non-Veg,15,39
I1006,R130,Momos,Tandoori Momos,Main Course,200,Veg,15,70
I1007,R130,Momos,Chilli Momos,Main Course,155,Veg,14,94
I1008,R131,South Indian,Masala Dosa,Main Course,113,Veg,12,70
I1009,R131,South Indian,Plain Dosa,Main Course,102,Veg,10,98
I1010,R131,South Indian,Idli Sambar,Main Course,97,Veg,10,85
I1011,R131,South Indian,Vada Sambar,Main Course,105,Veg,10,55
I1012,R131,South Indian,Paneer Dosa,Main Course,166,Veg,14,89
I1013,R131,South Indian,Uttapam,Main Course,121,Veg,12,100
I1014,R131,South Indian,Filter Coffee,Beverage,78,Veg,5,34
I1015,R132,South Indian,Masala Dosa,Main Course,121,Veg,12,33
I1016,R132,South Indian,Plain Dosa,Main Course,100,Veg,10,44
I1017,R132,South Indian,Idli Sambar,Main Course,93,Veg,10,37
I1018,R132,South Indian,Vada Sambar,Main Course,95,Veg,10,48
I1019,R132,South Indian,Paneer Dosa,Main Course,157,Veg,14,75
I1020,R132,South Indian,Uttapam,Main Course,114,Veg,12,97
I1021,R132,South Indian,Filter Coffee,Beverage,68,Veg,5,66
I1022,R133,South Indian,Masala Dosa,Main Course,122,Veg,12,53
I1023,R133,South Indian,Plain Dosa,Main Course,100,Veg,10,92
I1024,R133,South Indian,Idli Sambar,Main Course,88,Veg,10,53
I1025,R133,South Indian,Vada Sambar,Main Course,99,Veg,10,33
I1026,R133,South Indian,Paneer Dosa,Main Course,141,Veg,14,86
I1027,R133,South Indian,Uttapam,Main Course,122,Veg,12,82
I1028,R133,South Indian,Filter Coffee,Beverage,68,Veg,5,52
I1029,R134,Biryani,Chicken Biryani,Main Course,249,Non-Veg,25,82
I1030,R134,Biryani,Mutton Biryani,Main Course,349,Non-Veg,30,86
I1031,R134,Biryani,Egg Biryani,Main Course,189,Non-Veg,22,89
I1032,R134,Biryani,Paneer Biryani,Main Course,196,Veg,22,86
I1033,R134,Biryani,Veg Biryani,Main Course,183,Veg,20,36
I1034,R134,Biryani,Chicken 65,Starter,200,Non-Veg,18,90
I1035,R134,Biryani,Raita,Side,61,Veg,5,80
I1036,R134,Biryani,Biryani Combo,Combo,256,Non-Veg,28,97
I1037,R135,South Indian,Masala Dosa,Main Course,137,Veg,12,67
I1038,R135,South Indian,Plain Dosa,Main Course,97,Veg,10,65
I1039,R135,South Indian,Idli Sambar,Main Course,98,Veg,10,98
I1040,R135,South Indian,Vada Sambar,Main Course,109,Veg,10,87
I1041,R135,South Indian,Paneer Dosa,Main Course,146,Veg,14,91
I1042,R135,South Indian,Uttapam,Main Course,133,Veg,12,56
I1043,R135,South Indian,Filter Coffee,Beverage,68,Veg,5,86
I1044,R136,Healthy,Veg Salad Bowl,Healthy,179,Veg,10,76
I1045,R136,Healthy,Chicken Salad Bowl,Healthy,253,Non-Veg,12,68
I1046,R136,Healthy,Paneer Bowl,Healthy,210,Veg,12,51
I1047,R136,Healthy,Grilled Chicken Bowl,Healthy,260,Non-Veg,18,50
I1048,R136,Healthy,Fruit Bowl,Healthy,141,Veg,8,45
I1049,R136,Healthy,Protein Smoothie,Beverage,166,Veg,8,60
I1050,R136,Healthy,Oats Bowl,Breakfast,152,Veg,10,61
I1051,R137,Chinese,Veg Hakka Noodles,Main Course,151,Veg,15,38
I1052,R137,Chinese,Chicken Hakka Noodles,Main Course,203,Non-Veg,18,39
I1053,R137,Chinese,Veg Fried Rice,Main Course,153,Veg,15,46
I1054,R137,Chinese,Chicken Fried Rice,Main Course,210,Non-Veg,18,81
I1055,R137,Chinese,Chilli Paneer,Starter,201,Veg,15,50
I1056,R137,Chinese,Chilli Chicken,Starter,229,Non-Veg,18,94
I1057,R137,Chinese,Manchurian,Starter,183,Veg,15,80
I1058,R137,Chinese,Spring Rolls,Starter,129,Veg,12,95
I1059,R138,Burgers,Veg Burger,Main Course,140,Veg,10,68
I1060,R138,Burgers,Paneer Burger,Main Course,173,Veg,12,30
I1061,R138,Burgers,Chicken Burger,Main Course,177,Non-Veg,12,68
I1062,R138,Burgers,Cheese Burger,Main Course,200,Veg,12,86
I1063,R138,Burgers,Double Chicken Burger,Main Course,252,Non-Veg,15,70
I1064,R138,Burgers,French Fries,Side,104,Veg,8,42
I1065,R138,Burgers,Peri Peri Fries,Side,124,Veg,8,81
I1066,R139,North Indian,Butter Chicken,Main Course,263,Non-Veg,25,92
I1067,R139,North Indian,Paneer Butter Masala,Main Course,240,Veg,20,76
I1068,R139,North Indian,Dal Makhani,Main Course,182,Veg,18,93
I1069,R139,North Indian,Chole Bhature,Main Course,164,Veg,15,96
I1070,R139,North Indian,Kadhai Paneer,Main Course,214,Veg,20,61
I1071,R139,North Indian,Chicken Tikka,Starter,239,Non-Veg,20,97
I1072,R139,North Indian,Paneer Tikka,Starter,199,Veg,18,72
I1073,R139,North Indian,Garlic Naan,Bread,78,Veg,8,87
I1074,R139,North Indian,Jeera Rice,Rice,137,Veg,15,63
I1075,R139,North Indian,Gulab Jamun,Dessert,91,Veg,8,33
I1076,R140,North Indian,Butter Chicken,Main Course,291,Non-Veg,25,58
I1077,R140,North Indian,Paneer Butter Masala,Main Course,243,Veg,20,78
I1078,R140,North Indian,Dal Makhani,Main Course,186,Veg,18,94
I1079,R140,North Indian,Chole Bhature,Main Course,156,Veg,15,35
I1080,R140,North Indian,Kadhai Paneer,Main Course,195,Veg,20,93
I1081,R140,North Indian,Chicken Tikka,Starter,259,Non-Veg,20,48
I1082,R140,North Indian,Paneer Tikka,Starter,200,Veg,18,72
I1083,R140,North Indian,Garlic Naan,Bread,78,Veg,8,49
I1084,R140,North Indian,Jeera Rice,Rice,139,Veg,15,73
I1085,R140,North Indian,Gulab Jamun,Dessert,88,Veg,8,51
I1086,R141,Burgers,Veg Burger,Main Course,139,Veg,10,36
I1087,R141,Burgers,Paneer Burger,Main Course,166,Veg,12,96
I1088,R141,Burgers,Chicken Burger,Main Course,211,Non-Veg,12,80
I1089,R141,Burgers,Cheese Burger,Main Course,163,Veg,12,41
I1090,R141,Burgers,Double Chicken Burger,Main Course,253,Non-Veg,15,34
I1091,R141,Burgers,French Fries,Side,109,Veg,8,46
I1092,R141,Burgers,Peri Peri Fries,Side,147,Veg,8,34
I1093,R142,Biryani,Chicken Biryani,Main Course,238,Non-Veg,25,98
I1094,R142,Biryani,Mutton Biryani,Main Course,293,Non-Veg,30,88
I1095,R142,Biryani,Egg Biryani,Main Course,178,Non-Veg,22,79
I1096,R142,Biryani,Paneer Biryani,Main Course,192,Veg,22,48
I1097,R142,Biryani,Veg Biryani,Main Course,171,Veg,20,95
I1098,R142,Biryani,Chicken 65,Starter,200,Non-Veg,18,68
I1099,R142,Biryani,Raita,Side,68,Veg,5,42
I1100,R142,Biryani,Biryani Combo,Combo,307,Non-Veg,28,36
I1101,R143,Pizza,Margherita Pizza,Main Course,233,Veg,15,43
I1102,R143,Pizza,Farmhouse Pizza,Main Course,350,Veg,18,83
I1103,R143,Pizza,Paneer Pizza,Main Course,315,Veg,18,49
I1104,R143,Pizza,Chicken Pizza,Main Course,339,Non-Veg,20,92
I1105,R143,Pizza,Pepperoni Pizza,Main Course,383,Non-Veg,20,86
I1106,R143,Pizza,Garlic Bread,Side,126,Veg,10,91
I1107,R143,Pizza,Cheese Burst Pizza,Main Course,371,Veg,20,46
I1108,R144,Biryani,Chicken Biryani,Main Course,204,Non-Veg,25,87
I1109,R144,Biryani,Mutton Biryani,Main Course,297,Non-Veg,30,91
I1110,R144,Biryani,Egg Biryani,Main Course,187,Non-Veg,22,70
I1111,R144,Biryani,Paneer Biryani,Main Course,181,Veg,22,78
I1112,R144,Biryani,Veg Biryani,Main Course,160,Veg,20,32
I1113,R144,Biryani,Chicken 65,Starter,200,Non-Veg,18,64
I1114,R144,Biryani,Raita,Side,58,Veg,5,53
I1115,R144,Biryani,Biryani Combo,Combo,298,Non-Veg,28,51
I1116,R145,North Indian,Butter Chicken,Main Course,262,Non-Veg,25,84
I1117,R145,North Indian,Paneer Butter Masala,Main Course,202,Veg,20,58
I1118,R145,North Indian,Dal Makhani,Main Course,204,Veg,18,49
I1119,R145,North Indian,Chole Bhature,Main Course,156,Veg,15,83
I1120,R145,North Indian,Kadhai Paneer,Main Course,226,Veg,20,48
I1121,R145,North Indian,Chicken Tikka,Starter,253,Non-Veg,20,95
I1122,R145,North Indian,Paneer Tikka,Starter,193,Veg,18,63
I1123,R145,North Indian,Garlic Naan,Bread,75,Veg,8,35
I1124,R145,North Indian,Jeera Rice,Rice,125,Veg,15,39
I1125,R145,North Indian,Gulab Jamun,Dessert,91,Veg,8,77
I1126,R146,North Indian,Butter Chicken,Main Course,293,Non-Veg,25,88
I1127,R146,North Indian,Paneer Butter Masala,Main Course,213,Veg,20,31
I1128,R146,North Indian,Dal Makhani,Main Course,201,Veg,18,94
I1129,R146,North Indian,Chole Bhature,Main Course,149,Veg,15,39
I1130,R146,North Indian,Kadhai Paneer,Main Course,221,Veg,20,88
I1131,R146,North Indian,Chicken Tikka,Starter,260,Non-Veg,20,77
I1132,R146,North Indian,Paneer Tikka,Starter,180,Veg,18,51
I1133,R146,North Indian,Garlic Naan,Bread,74,Veg,8,59
I1134,R146,North Indian,Jeera Rice,Rice,139,Veg,15,57
I1135,R146,North Indian,Gulab Jamun,Dessert,95,Veg,8,74
I1136,R147,Burgers,Veg Burger,Main Course,136,Veg,10,78
I1137,R147,Burgers,Paneer Burger,Main Course,176,Veg,12,30
I1138,R147,Burgers,Chicken Burger,Main Course,181,Non-Veg,12,75
I1139,R147,Burgers,Cheese Burger,Main Course,170,Veg,12,61
I1140,R147,Burgers,Double Chicken Burger,Main Course,248,Non-Veg,15,67
I1141,R147,Burgers,French Fries,Side,102,Veg,8,56
I1142,R147,Burgers,Peri Peri Fries,Side,131,Veg,8,64
I1143,R148,South Indian,Masala Dosa,Main Course,135,Veg,12,54
I1144,R148,South Indian,Plain Dosa,Main Course,91,Veg,10,44
I1145,R148,South Indian,Idli Sambar,Main Course,99,Veg,10,56
I1146,R148,South Indian,Vada Sambar,Main Course,90,Veg,10,46
I1147,R148,South Indian,Paneer Dosa,Main Course,156,Veg,14,70
I1148,R148,South Indian,Uttapam,Main Course,115,Veg,12,69
I1149,R148,South Indian,Filter Coffee,Beverage,74,Veg,5,52
I1150,R149,Biryani,Chicken Biryani,Main Course,201,Non-Veg,25,81
I1151,R149,Biryani,Mutton Biryani,Main Course,289,Non-Veg,30,92
I1152,R149,Biryani,Egg Biryani,Main Course,178,Non-Veg,22,98
I1153,R149,Biryani,Paneer Biryani,Main Course,175,Veg,22,63
I1154,R149,Biryani,Veg Biryani,Main Course,147,Veg,20,90
I1155,R149,Biryani,Chicken 65,Starter,211,Non-Veg,18,91
I1156,R149,Biryani,Raita,Side,63,Veg,5,45
