order_id,customer_id,locality_id,customer_segment,preferred_cuisine,order_date,order_time,restaurant_id,item_id,platform,order_status,customer_rating,item_price,discount_pct,discount_amount,food_amount,delivery_fee,order_value,year,month,month_name,day_of_week,day_name,is_weekend,order_hour,meal_period,item_name,ordered_cuisine,category,veg_flag,price_band
O018682,C03584,1,Working Professional,North Indian,2025-09-21,20:59:00,R018,I0138,Zomato,Delivered,4.0,156,30,46.8,109.2,35,144.2,2025,9,September,6,Sunday,Yes,20,Dinner,Garlic Bread,Pizza,Side,Veg,100-150
O018683,C03065,5,Student,Cafe,2025-08-14,19:22:00,R102,I0789,Swiggy,Delivered,5.0,393,25,98.25,294.75,30,324.75,2025,8,August,3,Thursday,No,19,Dinner,Pepperoni Pizza,Pizza,Main Course,Non-Veg,300+
O018684,C00449,1,Family,Chinese,2025-02-03,09:22:00,R146,I1126,Direct,Delivered,4.0,293,30,87.9,205.1,20,225.1,2025,2,February,0,Monday,No,9,Breakfast,Butter Chicken,North Indian,Main Course,Non-Veg,200-250
O018685,C00541,6,Young Professional,Chinese,2025-02-11,10:28:00,R110,I0843,Swiggy,Delivered,4.0,148,40,59.2,88.8,20,108.8,2025,2,February,1,Tuesday,No,10,Breakfast,Veg Hakka Noodles,Chinese,Main Course,Veg,100-150
O018686,C00523,4,Working Professional,Momos,2025-02-09,10:05:00,R127,I0977,Swiggy,Delivered,3.0,199,5,9.95,189.05,20,209.05,2025,2,February,6,Sunday,Yes,10,Breakfast,Paneer Butter Masala,North Indian,Main Course,Veg,200-250
O018687,C03600,4,Working Professional,Desserts,2025-09-22,20:38:00,R067,I0521,Swiggy,Delivered,4.0,192,40,76.8,115.2,35,150.2,2025,9,September,0,Monday,No,20,Dinner,Protein Smoothie,Healthy,Beverage,Veg,150-200
O018688,C00696,7,Student,Chinese,2025-02-21,11:04:00,R016,I0116,Zomato,Delivered,3.0,240,25,60.0,180.0,20,200.0,2025,2,February,4,Friday,No,11,Breakfast,Paneer Butter Masala,North Indian,Main Course,Veg,150-200
O018689,C02309,9,Working Professional,Chinese,2025-06-20,16:31:00,R126,I0970,Swiggy,Delivered,3.0,224,0,0.0,224.0,30,254.0,2025,6,June,4,Friday,No,16,Evening,Kadhai Paneer,North Indian,Main Course,Veg,250-300
O018690,C01757,5,Young Professional,Biryani,2025-05-11,14:39:00,R036,I0285,Zomato,Cancelled,,200,30,60.0,140.0,25,165.0,2025,5,May,6,Sunday,Yes,14,Lunch,Chicken Fried Rice,Chinese,Main Course,Non-Veg,150-200
O018691,C02735,2,Student,Burgers,2025-07-20,18:25:00,R047,I0368,Zomato,Delivered,4.0,295,25,73.75,221.25,30,251.25,2025,7,July,6,Sunday,Yes,18,Evening,Double Chicken Burger,Burgers,Main Course,Non-Veg,250-300
O018692,C03505,5,Young Professional,Chinese,2025-09-15,20:13:00,R096,I0741,Swiggy,Delivered,5.0,169,25,42.25,126.75,35,161.75,2025,9,September,0,Monday,No,20,Dinner,Fruit Bowl,Healthy,Healthy,Veg,150-200
O018693,C03404,3,Family,Pizza,2025-09-07,20:17:00,R126,I0972,Direct,Cancelled,,200,0,0.0,200.0,30,230.0,2025,9,September,6,Sunday,Yes,20,Dinner,Paneer Tikka,North Indian,Starter,Veg,200-250
O018694,C02546,9,Working Professional,North Indian,2025-07-07,17:20:00,R071,I0549,Swiggy,Delivered,3.0,230,15,34.5,195.5,30,225.5,2025,7,July,0,Monday,No,17,Evening,Kadhai Paneer,North Indian,Main Course,Veg,200-250
O018695,C02288,7,Working Professional,Pizza,2025-06-19,16:58:00,R142,I1095,Direct,Delivered,5.0,178,10,17.8,160.2,30,190.2,2025,6,June,3,Thursday,No,16,Evening,Egg Biryani,Biryani,Main Course,Non-Veg,150-200
O018696,C01963,5,Student,Chinese,2025-05-25,14:24:00,R074,I0572,Swiggy,Delivered,4.0,195,15,29.25,165.75,25,190.75,2025,5,May,6,Sunday,Yes,14,Lunch,Chicken Fried Rice,Chinese,Main Course,Non-Veg,150-200
O018697,C04310,4,Young Professional,Cafe,2025-11-11,22:19:00,R017,I0131,Zomato,Delivered,4.0,171,20,34.2,136.8,35,171.8,2025,11,November,1,Tuesday,No,22,Dinner,Chocolate Brownie,Cafe,Dessert,Veg,150-200
O018698,C01626,10,Student,Momos,2025-05-01,13:23:00,R075,I0579,Swiggy,Delivered,4.0,151,20,30.2,120.8,25,145.8,2025,5,May,3,Thursday,No,13,Lunch,Paneer Momos,Momos,Main Course,Veg,100-150
O018699,C01272,6,Family,North Indian,2025-04-05,13:02:00,R139,I1068,Swiggy,Delivered,5.0,182,10,18.2,163.8,25,188.8,2025,4,April,5,Saturday,Yes,13,Lunch,Dal Makhani,North Indian,Main Course,Veg,150-200
O018700,C03702,6,Student,Chinese,2025-09-28,20:21:00,R075,I0581,Swiggy,Delivered,5.0,197,20,39.4,157.6,35,192.6,2025,9,September,6,Sunday,Yes,20,Dinner,Chicken Fried Momos,Momos,Main Course,Non-Veg,150-200
O018701,C01773,4,Student,Chinese,2025-05-11,14:07:00,R112,I0861,Swiggy,Delivered,5.0,148,20,29.6,118.4,25,143.4,2025,5,May,6,Sunday,Yes,14,Lunch,Veg Fried Rice,Chinese,Main Course,Veg,100-150
O018702,C04234,2,Working Professional,Chinese,2025-11-06,21:45:00,R065,I0504,Swiggy,Delivered,4.0,163,0,0.0,163.0,35,198.0,2025,11,November,3,Thursday,No,21,Dinner,Chocolate Mousse,Desserts,Dessert,Veg,150-200
O018703,C01612,2,Young Professional,Healthy,2025-04-30,13:56:00,R070,I0540,Swiggy,Delivered,4.0,226,15,33.9,192.1,25,217.1,2025,4,April,2,Wednesday,No,13,Lunch,Paneer Bowl,Healthy,Healthy,Veg,200-250
O018704,C03485,6,Family,North Indian,2025-09-14,20:45:00,R024,I0186,Zomato,Delivered,4.0,188,40,75.2,112.8,35,147.8,2025,9,September,6,Sunday,Yes,20,Dinner,Paneer Tikka,North Indian,Starter,Veg,100-150
O018705,C00227,3,Working Professional,Healthy,2025-01-17,08:28:00,R032,I0247,Zomato,Delivered,4.0,124,15,18.6,105.4,20,125.4,2025,1,January,4,Friday,No,8,Breakfast,Veg Burger,Burgers,Main Course,Veg,100-150
O018706,C01899,4,Student,Pizza,2025-05-21,14:06:00,R048,I0373,Zomato,Delivered,4.0,307,5,15.35,291.65,25,316.65,2025,5,May,2,Wednesday,No,14,Lunch,Paneer Pizza,Pizza,Main Course,Veg,300+
O018707,C01684,7,Family,Chinese,2025-05-06,14:05:00,R067,I0518,Zomato,Delivered,5.0,202,40,80.8,121.2,25,146.2,2025,5,May,1,Tuesday,No,14,Lunch,Paneer Bowl,Healthy,Healthy,Veg,100-150
O018708,C04074,6,Student,Momos,2025-10-25,21:58:00,R113,I0873,Swiggy,Delivered,4.0,68,30,20.4,47.6,35,82.6,2025,10,October,5,Saturday,Yes,21,Dinner,Filter Coffee,South Indian,Beverage,Veg,Below 100
O018709,C04834,4,Student,Burgers,2025-12-19,23:05:00,R131,I1014,Swiggy,Delivered,4.0,78,30,23.4,54.6,40,94.6,2025,12,December,4,Friday,No,23,Dinner,Filter Coffee,South Indian,Beverage,Veg,Below 100
O018710,C02269,5,Student,Momos,2025-06-18,16:11:00,R026,I0200,Zomato,Delivered,4.0,168,20,33.6,134.4,30,164.4,2025,6,June,2,Wednesday,No,16,Evening,Chole Bhature,North Indian,Main Course,Veg,150-200
O018711,C04118,2,Working Professional,South Indian,2025-10-29,21:21:00,R055,I0430,Swiggy,Delivered,4.0,67,5,3.35,63.65,35,98.65,2025,10,October,2,Wednesday,No,21,Dinner,Raita,Biryani,Side,Veg,Below 100
O018712,C03475,9,Working Professional,Pizza,2025-09-13,20:46:00,R064,I0497,Zomato,Delivered,2.0,154,0,0.0,154.0,30,184.0,2025,9,September,5,Saturday,Yes,20,Dinner,Garlic Bread,Pizza,Side,Veg,150-200
O018713,C04836,9,Student,Momos,2025-12-20,23:25:00,R078,I0606,Swiggy,Delivered,3.0,168,40,67.2,100.8,40,140.8,2025,12,December,5,Saturday,Yes,23,Dinner,Chilli Momos,Momos,Main Course,Veg,100-150
O018714,C04049,5,Young Professional,Burgers,2025-10-24,21:24:00,R106,I0819,Swiggy,Delivered,5.0,67,30,20.1,46.9,35,81.9,2025,10,October,4,Friday,No,21,Dinner,Raita,Biryani,Side,Veg,Below 100
O018715,C00384,10,Student,Chinese,2025-01-29,09:18:00,R048,I0371,Zomato,Delivered,4.0,231,5,11.55,219.45,20,239.45,2025,1,January,2,Wednesday,No,9,Breakfast,Margherita Pizza,Pizza,Main Course,Veg,200-250
O018716,C03539,1,Student,Chinese,2025-09-18,20:35:00,R137,I1057,Direct,Delivered,5.0,183,40,73.2,109.8,35,144.8,2025,9,September,3,Thursday,No,20,Dinner,Manchurian,Chinese,Starter,Veg,100-150
O018717,C02652,7,Young Professional,North Indian,2025-07-15,18:34:00,R140,I1080,Direct,Delivered,4.0,195,15,29.25,165.75,30,195.75,2025,7,July,1,Tuesday,No,18,Evening,Kadhai Paneer,North Indian,Main Course,Veg,150-200
O018718,C00085,8,Working Professional,Chinese,2025-01-06,07:12:00,R018,I0133,Zomato,Delivered,3.0,215,30,64.5,150.5,20,170.5,2025,1,January,0,Monday,No,7,Breakfast,Margherita Pizza,Pizza,Main Course,Veg,150-200
O018719,C01229,5,Young Professional,Pizza,2025-04-02,13:24:00,R105,I0807,Swiggy,Delivered,3.0,316,0,0.0,316.0,25,341.0,2025,4,April,2,Wednesday,No,13,Lunch,Farmhouse Pizza,Pizza,Main Course,Veg,300+
O018720,C04611,10,Working Professional,Chinese,2025-12-03,22:47:00,R010,I0076,Zomato,Delivered,5.0,129,5,6.45,122.55,40,162.55,2025,12,December,2,Wednesday,No,22,Dinner,Oats Bowl,Healthy,Breakfast,Veg,150-200
O018721,C04631,1,Student,Momos,2025-12-05,22:44:00,R012,I0090,Zomato,Delivered,3.0,150,10,15.0,135.0,40,175.0,2025,12,December,4,Friday,No,22,Dinner,Oats Bowl,Healthy,Breakfast,Veg,150-200
O018722,C03985,9,Family,North Indian,2025-10-19,21:31:00,R145,I1123,Direct,Delivered,3.0,75,0,0.0,75.0,35,110.0,2025,10,October,6,Sunday,Yes,21,Dinner,Garlic Naan,North Indian,Bread,Veg,100-150
O018723,C04911,9,Student,Burgers,2025-12-25,23:29:00,R104,I0805,Swiggy,Delivered,4.0,151,0,0.0,151.0,40,191.0,2025,12,December,3,Thursday,No,23,Dinner,Oats Bowl,Healthy,Breakfast,Veg,150-200
O018724,C04029,7,Student,Pizza,2025-10-22,21:20:00,R056,I0437,Zomato,Delivered,4.0,135,25,33.75,101.25,35,136.25,2025,10,October,2,Wednesday,No,21,Dinner,Garlic Bread,Pizza,Side,Veg,100-150
O018725,C00053,4,Student,Biryani,2025-01-04,07:41:00,R094,I0723,Swiggy,Delivered,4.0,168,30,50.4,117.6,20,137.6,2025,1,January,5,Saturday,Yes,7,Breakfast,Veg Salad Bowl,Healthy,Healthy,Veg,100-150
O018726,C01413,10,Student,Chinese,2025-04-16,13:44:00,R122,I0939,Swiggy,Cancelled,,211,0,0.0,211.0,25,236.0,2025,4,April,2,Wednesday,No,13,Lunch,Paneer Bowl,Healthy,Healthy,Veg,200-250
O018727,C00155,9,Student,Biryani,2025-01-12,08:39:00,R137,I1051,Swiggy,Failed,,151,40,60.4,90.6,20,110.6,2025,1,January,6,Sunday,Yes,8,Breakfast,Veg Hakka Noodles,Chinese,Main Course,Veg,100-150
O018728,C00464,8,Family,Biryani,2025-02-04,09:43:00,R003,I0017,Zomato,Delivered,4.0,82,10,8.2,73.8,20,93.8,2025,2,February,1,Tuesday,No,9,Breakfast,Plain Dosa,South Indian,Main Course,Veg,Below 100
O018729,C01080,7,Student,Momos,2025-03-21,12:07:00,R125,I0959,Swiggy,Delivered,4.0,321,15,48.15,272.85,25,297.85,2025,3,March,4,Friday,No,12,Lunch,Mutton Biryani,Biryani,Main Course,Non-Veg,250-300
O018730,C02489,1,Student,Burgers,2025-07-03,17:40:00,R130,I1004,Swiggy,Delivered,3.0,152,5,7.6,144.4,30,174.4,2025,7,July,3,Thursday,No,17,Evening,Fried Momos,Momos,Main Course,Veg,150-200
O018731,C04235,10,Working Professional,Healthy,2025-11-06,21:41:00,R096,I0742,Swiggy,Cancelled,,201,25,50.25,150.75,35,185.75,2025,11,November,3,Thursday,No,21,Dinner,Protein Smoothie,Healthy,Beverage,Veg,150-200
O018732,C04311,7,Family,Biryani,2025-11-11,22:06:00,R066,I0514,Swiggy,Delivered,5.0,129,30,38.7,90.3,35,125.3,2025,11,November,1,Tuesday,No,22,Dinner,Jeera Rice,North Indian,Rice,Veg,100-150
O018733,C03056,8,Working Professional,Chinese,2025-08-13,19:02:00,R018,I0137,Zomato,Delivered,4.0,410,30,123.0,287.0,30,317.0,2025,8,August,2,Wednesday,No,19,Dinner,Pepperoni Pizza,Pizza,Main Course,Non-Veg,300+
O018734,C04640,3,Young Professional,Momos,2025-12-05,22:36:00,R037,I0296,Zomato,Delivered,4.0,143,10,14.3,128.7,40,168.7,2025,12,December,4,Friday,No,22,Dinner,Peri Peri Fries,Burgers,Side,Veg,150-200
O018735,C02476,6,Family,South Indian,2025-07-02,17:02:00,R063,I0488,Swiggy,Delivered,4.0,174,5,8.7,165.3,30,195.3,2025,7,July,2,Wednesday,No,17,Evening,Fried Momos,Momos,Main Course,Veg,150-200
O018736,C04451,4,Working Professional,North Indian,2025-11-21,22:17:00,R138,I1065,Swiggy,Delivered,4.0,124,10,12.4,111.6,35,146.6,2025,11,November,4,Friday,No,22,Dinner,Peri Peri Fries,Burgers,Side,Veg,100-150
O018737,C02238,6,Young Professional,Pizza,2025-06-15,15:50:00,R115,I0885,Swiggy,Delivered,4.0,251,20,50.2,200.8,30,230.8,2025,6,June,6,Sunday,Yes,15,Lunch,Cheesecake,Desserts,Dessert,Veg,200-250
O018738,C01360,1,Student,North Indian,2025-04-12,13:59:00,R071,I0547,Swiggy,Delivered,4.0,190,15,28.5,161.5,25,186.5,2025,4,April,5,Saturday,Yes,13,Lunch,Dal Makhani,North Indian,Main Course,Veg,150-200
O018739,C04585,1,Working Professional,Biryani,2025-12-01,22:41:00,R116,I0895,Swiggy,Delivered,3.0,414,0,0.0,414.0,40,454.0,2025,12,December,0,Monday,No,22,Dinner,Cheese Burst Pizza,Pizza,Main Course,Veg,300+
O018740,C01912,6,Student,Chinese,2025-05-22,14:08:00,R111,I0854,Swiggy,Delivered,5.0,213,30,63.9,149.1,25,174.1,2025,5,May,3,Thursday,No,14,Lunch,Chicken Fried Rice,Chinese,Main Course,Non-Veg,150-200
O018741,C02489,1,Student,Burgers,2025-07-03,17:56:00,R088,I0680,Swiggy,Cancelled,,165,20,33.0,132.0,30,162.0,2025,7,July,3,Thursday,No,17,Evening,Chocolate Cake,Desserts,Dessert,Veg,150-200
O018742,C01617,9,Working Professional,South Indian,2025-05-01,13:23:00,R037,I0292,Zomato,Delivered,5.0,194,10,19.4,174.6,25,199.6,2025,5,May,3,Thursday,No,13,Lunch,Chicken Burger,Burgers,Main Course,Non-Veg,150-200
O018743,C03293,2,Working Professional,North Indian,2025-08-30,20:06:00,R044,I0346,Zomato,Delivered,5.0,198,20,39.6,158.4,30,188.4,2025,8,August,5,Saturday,Yes,20,Dinner,Paneer Tikka,North Indian,Starter,Veg,150-200
O018744,C04976,6,Working Professional,Momos,2025-12-29,23:32:00,R020,I0154,Zomato,Delivered,3.0,130,15,19.5,110.5,40,150.5,2025,12,December,0,Monday,No,23,Dinner,Spring Rolls,Chinese,Starter,Veg,150-200
O018745,C00129,7,Young Professional,Desserts,2025-01-10,07:24:00,R001,I0001,Zomato,Delivered,5.0,231,20,46.2,184.8,20,204.8,2025,1,January,4,Friday,No,7,Breakfast,Chicken Biryani,Biryani,Main Course,Non-Veg,200-250
O018746,C04507,4,Family,North Indian,2025-11-25,22:41:00,R016,I0124,Zomato,Delivered,3.0,99,25,24.75,74.25,35,109.25,2025,11,November,1,Tuesday,No,22,Dinner,Gulab Jamun,North Indian,Dessert,Veg,100-150
O018747,C00021,5,Working Professional,Biryani,2025-01-02,07:33:00,R113,I0867,Swiggy,Delivered,5.0,124,30,37.2,86.8,20,106.8,2025,1,January,3,Thursday,No,7,Breakfast,Masala Dosa,South Indian,Main Course,Veg,100-150
O018748,C01793,2,Student,North Indian,2025-05-13,14:37:00,R011,I0080,Zomato,Delivered,4.0,93,20,18.6,74.4,25,99.4,2025,5,May,1,Tuesday,No,14,Lunch,Vada Sambar,South Indian,Main Course,Veg,Below 100
O018749,C00825,4,Young Professional,Pizza,2025-03-03,11:57:00,R056,I0432,Zomato,Delivered,5.0,205,25,51.25,153.75,25,178.75,2025,3,March,0,Monday,No,11,Breakfast,Margherita Pizza,Pizza,Main Course,Veg,150-200
O018750,C03772,2,Family,Biryani,2025-10-04,21:20:00,R146,I1133,Direct,Cancelled,,74,30,22.2,51.8,35,86.8,2025,10,October,5,Saturday,Yes,21,Dinner,Garlic Naan,North Indian,Bread,Veg,Below 100
O018751,C00249,4,Working Professional,Chinese,2025-01-19,08:37:00,R122,I0937,Swiggy,Delivered,4.0,180,0,0.0,180.0,20,200.0,2025,1,January,6,Sunday,Yes,8,Breakfast,Veg Salad Bowl,Healthy,Healthy,Veg,150-200
O018752,C02748,2,Family,Chinese,2025-07-21,18:55:00,R101,I0781,Swiggy,Delivered,4.0,244,15,36.6,207.4,30,237.4,2025,7,July,0,Monday,No,18,Evening,Grilled Chicken Bowl,Healthy,Healthy,Non-Veg,200-250
O018753,C01445,10,Young Professional,Healthy,2025-04-18,13:39:00,R055,I0426,Zomato,Delivered,4.0,191,5,9.55,181.45,25,206.45,2025,4,April,4,Friday,No,13,Lunch,Egg Biryani,Biryani,Main Course,Non-Veg,200-250
O018754,C00653,9,Working Professional,Chinese,2025-02-18,10:57:00,R110,I0844,Swiggy,Delivered,5.0,215,40,86.0,129.0,20,149.0,2025,2,February,1,Tuesday,No,10,Breakfast,Chicken Hakka Noodles,Chinese,Main Course,Non-Veg,100-150
O018755,C03847,9,Family,Desserts,2025-10-09,21:17:00,R080,I0620,Swiggy,Delivered,5.0,163,5,8.15,154.85,35,189.85,2025,10,October,3,Thursday,No,21,Dinner,Chocolate Mousse,Desserts,Dessert,Veg,150-200
O018756,C01074,6,Family,Chinese,2025-03-21,12:38:00,R093,I0717,Swiggy,Delivered,5.0,353,10,35.3,317.7,25,342.7,2025,3,March,4,Friday,No,12,Lunch,Farmhouse Pizza,Pizza,Main Course,Veg,300+
O018757,C01102,3,Working Professional,North Indian,2025-03-23,12:49:00,R054,I0419,Zomato,Delivered,5.0,84,30,25.2,58.8,25,83.8,2025,3,March,6,Sunday,Yes,12,Lunch,Idli Sambar,South Indian,Main Course,Veg,Below 100
O018758,C01351,5,Working Professional,Healthy,2025-04-11,13:32:00,R072,I0558,Swiggy,Delivered,4.0,240,15,36.0,204.0,25,229.0,2025,4,April,4,Friday,No,13,Lunch,Cheesecake,Desserts,Dessert,Veg,200-250
O018759,C02909,1,Working Professional,Healthy,2025-08-02,19:27:00,R146,I1131,Direct,Delivered,5.0,260,30,78.0,182.0,30,212.0,2025,8,August,5,Saturday,Yes,19,Dinner,Chicken Tikka,North Indian,Starter,Non-Veg,200-250
O018760,C03278,4,Student,Burgers,2025-08-29,20:55:00,R048,I0375,Zomato,Delivered,3.0,430,5,21.5,408.5,30,438.5,2025,8,August,4,Friday,No,20,Dinner,Pepperoni Pizza,Pizza,Main Course,Non-Veg,300+
O018761,C00090,3,Student,Chinese,2025-01-07,07:24:00,R034,I0264,Zomato,Delivered,2.0,305,5,15.25,289.75,20,309.75,2025,1,January,1,Tuesday,No,7,Breakfast,Butter Chicken,North Indian,Main Course,Non-Veg,300+
O018762,C01184,6,Family,Chinese,2025-03-30,12:13:00,R066,I0507,Zomato,Delivered,4.0,246,30,73.8,172.2,25,197.2,2025,3,March,6,Sunday,Yes,12,Lunch,Paneer Butter Masala,North Indian,Main Course,Veg,150-200
O018763,C02126,2,Working Professional,Healthy,2025-06-07,15:54:00,R067,I0519,Swiggy,Delivered,5.0,270,40,108.0,162.0,30,192.0,2025,6,June,5,Saturday,Yes,15,Lunch,Grilled Chicken Bowl,Healthy,Healthy,Non-Veg,150-200
O018764,C01633,8,Family,North Indian,2025-05-02,13:19:00,R016,I0118,Zomato,Delivered,4.0,157,25,39.25,117.75,25,142.75,2025,5,May,4,Friday,No,13,Lunch,Chole Bhature,North Indian,Main Course,Veg,100-150
O018765,C04427,2,Working Professional,Biryani,2025-11-19,22:38:00,R110,I0849,Swiggy,Delivered,4.0,194,40,77.6,116.4,35,151.4,2025,11,November,2,Wednesday,No,22,Dinner,Manchurian,Chinese,Starter,Veg,150-200
O018766,C03925,4,Young Professional,Pizza,2025-10-15,21:19:00,R056,I0437,Zomato,Delivered,4.0,135,25,33.75,101.25,35,136.25,2025,10,October,2,Wednesday,No,21,Dinner,Garlic Bread,Pizza,Side,Veg,100-150
O018767,C03102,3,Student,Healthy,2025-08-17,19:06:00,R067,I0520,Zomato,Delivered,5.0,137,40,54.8,82.2,30,112.2,2025,8,August,6,Sunday,Yes,19,Dinner,Fruit Bowl,Healthy,Healthy,Veg,100-150
O018768,C01663,7,Working Professional,Biryani,2025-05-04,14:03:00,R103,I0794,Swiggy,Delivered,4.0,97,30,29.1,67.9,25,92.9,2025,5,May,6,Sunday,Yes,14,Lunch,Idli Sambar,South Indian,Main Course,Veg,Below 100
O018769,C03478,5,Family,South Indian,2025-09-13,20:30:00,R113,I0872,Swiggy,Delivered,5.0,116,30,34.8,81.2,35,116.2,2025,9,September,5,Saturday,Yes,20,Dinner,Uttapam,South Indian,Main Course,Veg,100-150
O018770,C04215,6,Young Professional,Biryani,2025-11-04,21:29:00,R146,I1134,Direct,Delivered,4.0,139,30,41.7,97.3,35,132.3,2025,11,November,1,Tuesday,No,21,Dinner,Jeera Rice,North Indian,Rice,Veg,100-150
O018771,C02950,1,Student,South Indian,2025-08-06,19:56:00,R032,I0251,Zomato,Delivered,4.0,297,15,44.55,252.45,30,282.45,2025,8,August,2,Wednesday,No,19,Dinner,Double Chicken Burger,Burgers,Main Course,Non-Veg,250-300
O018772,C03912,4,Student,Burgers,2025-10-14,21:36:00,R050,I0390,Zomato,Failed,,154,25,38.5,115.5,35,150.5,2025,10,October,1,Tuesday,No,21,Dinner,Paneer Dosa,South Indian,Main Course,Veg,150-200
O018773,C03729,1,Student,Chinese,2025-10-01,20:54:00,R036,I0287,Zomato,Delivered,3.0,199,30,59.7,139.3,35,174.3,2025,10,October,2,Wednesday,No,20,Dinner,Chilli Chicken,Chinese,Starter,Non-Veg,150-200
O018774,C02836,7,Working Professional,Biryani,2025-07-28,18:58:00,R142,I1097,Swiggy,Cancelled,,171,10,17.1,153.9,30,183.9,2025,7,July,0,Monday,No,18,Evening,Veg Biryani,Biryani,Main Course,Veg,150-200
O018775,C01531,1,Young Professional,Cafe,2025-04-25,13:55:00,R079,I0609,Swiggy,Delivered,5.0,79,30,23.7,55.3,25,80.3,2025,4,April,4,Friday,No,13,Lunch,Masala Tea,Cafe,Beverage,Veg,Below 100
O018776,C03712,7,Student,Biryani,2025-09-30,20:20:00,R137,I1057,Swiggy,Delivered,3.0,183,40,73.2,109.8,35,144.8,2025,9,September,1,Tuesday,No,20,Dinner,Manchurian,Chinese,Starter,Veg,100-150
O018777,C01023,4,Young Professional,Burgers,2025-03-17,12:00:00,R147,I1137,Direct,Delivered,5.0,176,15,26.4,149.6,25,174.6,2025,3,March,0,Monday,No,12,Lunch,Paneer Burger,Burgers,Main Course,Veg,150-200
O018778,C03887,2,Working Professional,Biryani,2025-10-12,21:51:00,R066,I0513,Swiggy,Delivered,4.0,64,30,19.2,44.8,35,79.8,2025,10,October,6,Sunday,Yes,21,Dinner,Garlic Naan,North Indian,Bread,Veg,Below 100
O018779,C04018,2,Working Professional,North Indian,2025-10-21,21:02:00,R020,I0153,Zomato,Delivered,3.0,156,15,23.4,132.6,35,167.6,2025,10,October,1,Tuesday,No,21,Dinner,Manchurian,Chinese,Starter,Veg,150-200
O018780,C04107,8,Young Professional,Pizza,2025-10-27,21:12:00,R050,I0391,Zomato,Delivered,4.0,133,25,33.25,99.75,35,134.75,2025,10,October,0,Monday,No,21,Dinner,Uttapam,South Indian,Main Course,Veg,100-150
O018781,C02335,4,Working Professional,Biryani,2025-06-22,16:06:00,R005,I0032,Zomato,Delivered,5.0,179,0,0.0,179.0,30,209.0,2025,6,June,6,Sunday,Yes,16,Evening,Chocolate Cake,Desserts,Dessert,Veg,200-250
O018782,C00951,7,Working Professional,Healthy,2025-03-12,12:05:00,R126,I0968,Swiggy,Delivered,3.0,168,0,0.0,168.0,25,193.0,2025,3,March,2,Wednesday,No,12,Lunch,Dal Makhani,North Indian,Main Course,Veg,150-200
O018783,C00486,3,Working Professional,Cafe,2025-02-06,09:05:00,R005,I0030,Zomato,Delivered,5.0,98,0,0.0,98.0,20,118.0,2025,2,February,3,Thursday,No,9,Breakfast,Gulab Jamun,Desserts,Dessert,Veg,100-150
O018784,C03702,6,Student,Chinese,2025-09-28,20:33:00,R084,I0653,Swiggy,Delivered,5.0,213,5,10.65,202.35,35,237.35,2025,9,September,6,Sunday,Yes,20,Dinner,Paneer Tikka,North Indian,Starter,Veg,200-250
O018785,C04438,9,Working Professional,Momos,2025-11-20,22:31:00,R025,I0196,Zomato,Delivered,4.0,152,30,45.6,106.4,35,141.4,2025,11,November,3,Thursday,No,22,Dinner,Oats Bowl,Healthy,Breakfast,Veg,100-150
O018786,C03230,8,Working Professional,North Indian,2025-08-26,19:15:00,R003,I0020,Zomato,Delivered,4.0,170,10,17.0,153.0,30,183.0,2025,8,August,1,Tuesday,No,19,Dinner,Paneer Dosa,South Indian,Main Course,Veg,150-200
O018787,C00710,4,Young Professional,Burgers,2025-02-22,11:37:00,R040,I0312,Zomato,Delivered,4.0,126,15,18.9,107.1,20,127.1,2025,2,February,5,Saturday,Yes,11,Breakfast,Veg Momos,Momos,Main Course,Veg,100-150
O018788,C04672,2,Student,Pizza,2025-12-07,22:07:00,R064,I0498,Swiggy,Delivered,4.0,391,0,0.0,391.0,40,431.0,2025,12,December,6,Sunday,Yes,22,Dinner,Cheese Burst Pizza,Pizza,Main Course,Veg,300+
O018789,C04946,7,Working Professional,Pizza,2025-12-27,23:20:00,R008,I0061,Zomato,Delivered,4.0,256,25,64.0,192.0,40,232.0,2025,12,December,5,Saturday,Yes,23,Dinner,Biryani Combo,Biryani,Combo,Non-Veg,200-250
O018790,C02138,1,Family,Biryani,2025-06-08,15:56:00,R093,I0718,Swiggy,Delivered,5.0,316,10,31.6,284.4,30,314.4,2025,6,June,6,Sunday,Yes,15,Lunch,Paneer Pizza,Pizza,Main Course,Veg,300+
O018791,C02950,1,Student,South Indian,2025-08-06,19:10:00,R106,I0817,Swiggy,Delivered,4.0,159,30,47.7,111.3,30,141.3,2025,8,August,2,Wednesday,No,19,Dinner,Veg Biryani,Biryani,Main Course,Veg,100-150
O018792,C03878,7,Young Professional,Biryani,2025-10-11,21:49:00,R144,I1113,Direct,Delivered,5.0,200,40,80.0,120.0,35,155.0,2025,10,October,5,Saturday,Yes,21,Dinner,Chicken 65,Biryani,Starter,Non-Veg,150-200
O018793,C03664,1,Family,Pizza,2025-09-26,20:22:00,R130,I1006,Swiggy,Delivered,3.0,200,5,10.0,190.0,35,225.0,2025,9,September,4,Friday,No,20,Dinner,Tandoori Momos,Momos,Main Course,Veg,200-250
O018794,C04840,3,Student,Burgers,2025-12-20,23:05:00,R078,I0606,Swiggy,Delivered,3.0,168,40,67.2,100.8,40,140.8,2025,12,December,5,Saturday,Yes,23,Dinner,Chilli Momos,Momos,Main Course,Veg,100-150
