customer_id,locality_id,customer_segment,age_group,preferred_cuisine,order_frequency,order_weight,order_probability
C02154,4,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C02155,2,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C02156,6,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C02157,2,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C02158,7,Family,26-35,Chinese,Occasional,1,0.00011160714285714285
C02159,3,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C02160,3,Family,36-45,Momos,Regular,2,0.0002232142857142857
C02161,5,Young Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C02162,3,Family,56+,North Indian,Regular,2,0.0002232142857142857
C02163,2,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02164,10,Young Professional,26-35,Burgers,Regular,2,0.0002232142857142857
C02165,9,Student,46-55,Burgers,Occasional,1,0.00011160714285714285
C02166,2,Family,18-25,Biryani,Frequent,4,0.0004464285714285714
C02167,2,Young Professional,26-35,Burgers,Regular,2,0.0002232142857142857
C02168,8,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C02169,9,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02170,7,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C02171,3,Working Professional,18-25,Healthy,Regular,2,0.0002232142857142857
C02172,9,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C02173,3,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C02174,5,Working Professional,26-35,South Indian,Frequent,4,0.0004464285714285714
C02175,9,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C02176,3,Working Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C02177,7,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C02178,1,Young Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C02179,4,Student,26-35,North Indian,Regular,2,0.0002232142857142857
C02180,4,Young Professional,18-25,Desserts,Regular,2,0.0002232142857142857
C02181,7,Working Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C02182,8,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02183,1,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C02184,5,Working Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C02185,7,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C02186,4,Student,26-35,Pizza,Frequent,4,0.0004464285714285714
C02187,4,Working Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C02188,4,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C02189,6,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C02190,7,Working Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C02191,2,Student,46-55,Cafe,Occasional,1,0.00011160714285714285
C02192,5,Student,36-45,Pizza,Frequent,4,0.0004464285714285714
C02193,4,Student,36-45,Biryani,Regular,2,0.0002232142857142857
C02194,3,Student,46-55,North Indian,Regular,2,0.0002232142857142857
C02195,7,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C02196,6,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02197,7,Student,26-35,North Indian,Occasional,1,0.00011160714285714285
C02198,5,Family,18-25,Biryani,Frequent,4,0.0004464285714285714
C02199,6,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C02200,5,Young Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C02201,7,Student,36-45,Burgers,Frequent,4,0.0004464285714285714
C02202,2,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C02203,5,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C02204,6,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C02205,6,Young Professional,36-45,Chinese,Regular,2,0.0002232142857142857
C02206,5,Working Professional,36-45,Healthy,Frequent,4,0.0004464285714285714
C02207,10,Student,56+,Biryani,Occasional,1,0.00011160714285714285
C02208,7,Family,18-25,Desserts,Frequent,4,0.0004464285714285714
C02209,10,Young Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C02210,8,Working Professional,18-25,Healthy,Frequent,4,0.0004464285714285714
C02211,7,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C02212,5,Family,46-55,Pizza,Regular,2,0.0002232142857142857
C02213,1,Family,56+,Biryani,Occasional,1,0.00011160714285714285
C02214,5,Young Professional,18-25,Pizza,Frequent,4,0.0004464285714285714
C02215,10,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C02216,2,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C02217,5,Young Professional,46-55,Pizza,Regular,2,0.0002232142857142857
C02218,5,Student,18-25,Healthy,Occasional,1,0.00011160714285714285
C02219,2,Student,18-25,Desserts,Frequent,4,0.0004464285714285714
C02220,5,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02221,4,Working Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C02222,1,Student,46-55,North Indian,Regular,2,0.0002232142857142857
C02223,3,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C02224,1,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C02225,5,Working Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C02226,4,Young Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C02227,7,Working Professional,36-45,Desserts,Occasional,1,0.00011160714285714285
C02228,5,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C02229,10,Student,18-25,Healthy,Occasional,1,0.00011160714285714285
C02230,4,Young Professional,46-55,Burgers,Occasional,1,0.00011160714285714285
C02231,2,Student,18-25,Burgers,Regular,2,0.0002232142857142857
C02232,4,Working Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C02233,2,Working Professional,26-35,Healthy,Frequent,4,0.0004464285714285714
C02234,8,Working Professional,18-25,Healthy,Frequent,4,0.0004464285714285714
C02235,3,Student,36-45,Cafe,Regular,2,0.0002232142857142857
C02236,9,Working Professional,46-55,North Indian,Regular,2,0.0002232142857142857
C02237,4,Working Professional,26-35,Pizza,Frequent,4,0.0004464285714285714
C02238,6,Young Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C02239,10,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C02240,5,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C02241,10,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02242,1,Working Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C02243,9,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C02244,1,Student,26-35,Burgers,Frequent,4,0.0004464285714285714
C02245,8,Student,26-35,North Indian,Frequent,4,0.0004464285714285714
C02246,9,Family,26-35,Biryani,Regular,2,0.0002232142857142857
C02247,9,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C02248,1,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C02249,2,Student,26-35,North Indian,Regular,2,0.0002232142857142857
C02250,1,Student,56+,Pizza,Occasional,1,0.00011160714285714285
C02251,10,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C02252,2,Student,26-35,Momos,Frequent,4,0.0004464285714285714
C02253,10,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C02254,8,Young Professional,56+,Burgers,Regular,2,0.0002232142857142857
C02255,5,Student,56+,Pizza,Frequent,4,0.0004464285714285714
C02256,7,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02257,2,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C02258,8,Working Professional,46-55,North Indian,Occasional,1,0.00011160714285714285
C02259,6,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C02260,8,Young Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C02261,1,Family,36-45,Pizza,Regular,2,0.0002232142857142857
C02262,1,Young Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C02263,7,Young Professional,18-25,Pizza,Frequent,4,0.0004464285714285714
C02264,8,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C02265,3,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02266,5,Student,26-35,Momos,Regular,2,0.0002232142857142857
C02267,1,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C02268,7,Young Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C02269,5,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C02270,8,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02271,8,Working Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C02272,9,Young Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C02273,7,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C02274,1,Family,36-45,South Indian,Regular,2,0.0002232142857142857
C02275,3,Family,36-45,Chinese,Frequent,4,0.0004464285714285714
C02276,8,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C02277,3,Young Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C02278,8,Young Professional,46-55,Chinese,Regular,2,0.0002232142857142857
C02279,1,Family,26-35,Biryani,Regular,2,0.0002232142857142857
C02280,5,Family,18-25,Pizza,Occasional,1,0.00011160714285714285
C02281,4,Family,18-25,Desserts,Occasional,1,0.00011160714285714285
C02282,5,Young Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C02283,8,Working Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C02284,10,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02285,4,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C02286,4,Student,46-55,Pizza,Occasional,1,0.00011160714285714285
C02287,3,Working Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C02288,7,Working Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C02289,3,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C02290,3,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C02291,10,Working Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C02292,5,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C02293,5,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C02294,6,Family,46-55,North Indian,Regular,2,0.0002232142857142857
C02295,8,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C02296,10,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C02297,6,Young Professional,46-55,Cafe,Occasional,1,0.00011160714285714285
C02298,1,Family,18-25,Pizza,Occasional,1,0.00011160714285714285
C02299,8,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C02300,8,Family,46-55,Chinese,Occasional,1,0.00011160714285714285
C02301,9,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C02302,9,Working Professional,26-35,Momos,Regular,2,0.0002232142857142857
C02303,2,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C02304,2,Family,18-25,South Indian,Occasional,1,0.00011160714285714285
C02305,3,Student,18-25,Pizza,Frequent,4,0.0004464285714285714
C02306,1,Family,36-45,Chinese,Occasional,1,0.00011160714285714285
C02307,4,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C02308,4,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C02309,9,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02310,9,Student,46-55,Burgers,Occasional,1,0.00011160714285714285
C02311,9,Working Professional,56+,South Indian,Regular,2,0.0002232142857142857
C02312,10,Family,26-35,Cafe,Frequent,4,0.0004464285714285714
C02313,7,Young Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C02314,2,Young Professional,36-45,Cafe,Regular,2,0.0002232142857142857
C02315,10,Working Professional,18-25,North Indian,Frequent,4,0.0004464285714285714
C02316,5,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C02317,4,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C02318,8,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C02319,2,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C02320,6,Working Professional,36-45,Healthy,Occasional,1,0.00011160714285714285
C02321,5,Working Professional,18-25,Biryani,Frequent,4,0.0004464285714285714
C02322,2,Student,26-35,Cafe,Regular,2,0.0002232142857142857
C02323,10,Family,36-45,South Indian,Regular,2,0.0002232142857142857
C02324,1,Family,46-55,North Indian,Occasional,1,0.00011160714285714285
C02325,8,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C02326,2,Student,36-45,Chinese,Frequent,4,0.0004464285714285714
C02327,7,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C02328,9,Working Professional,36-45,Healthy,Occasional,1,0.00011160714285714285
C02329,9,Family,26-35,Pizza,Regular,2,0.0002232142857142857
C02330,8,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02331,10,Family,36-45,Pizza,Occasional,1,0.00011160714285714285
C02332,9,Young Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C02333,2,Student,36-45,Chinese,Regular,2,0.0002232142857142857
C02334,6,Young Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C02335,4,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C02336,4,Student,46-55,Pizza,Occasional,1,0.00011160714285714285
C02337,5,Working Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C02338,3,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C02339,1,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C02340,8,Working Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C02341,5,Family,26-35,Biryani,Regular,2,0.0002232142857142857
C02342,3,Young Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C02343,10,Family,46-55,Desserts,Occasional,1,0.00011160714285714285
C02344,7,Student,46-55,Chinese,Occasional,1,0.00011160714285714285
C02345,7,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C02346,1,Family,36-45,Pizza,Regular,2,0.0002232142857142857
C02347,9,Young Professional,36-45,Cafe,Regular,2,0.0002232142857142857
C02348,2,Young Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C02349,5,Young Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C02350,5,Working Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C02351,8,Family,46-55,North Indian,Regular,2,0.0002232142857142857
C02352,8,Student,26-35,Pizza,Frequent,4,0.0004464285714285714
C02353,7,Young Professional,36-45,South Indian,Regular,2,0.0002232142857142857
C02354,7,Student,18-25,Momos,Frequent,4,0.0004464285714285714
C02355,6,Student,56+,Burgers,Regular,2,0.0002232142857142857
C02356,6,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C02357,9,Family,36-45,South Indian,Frequent,4,0.0004464285714285714
C02358,6,Working Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C02359,2,Working Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C02360,2,Young Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C02361,5,Young Professional,56+,Cafe,Occasional,1,0.00011160714285714285
C02362,4,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C02363,2,Student,18-25,Cafe,Occasional,1,0.00011160714285714285
C02364,3,Young Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C02365,7,Young Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C02366,8,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02367,6,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C02368,5,Student,46-55,North Indian,Regular,2,0.0002232142857142857
C02369,1,Young Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C02370,8,Family,26-35,Desserts,Regular,2,0.0002232142857142857
C02371,3,Working Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C02372,6,Student,18-25,Burgers,Regular,2,0.0002232142857142857
C02373,3,Young Professional,18-25,Biryani,Regular,2,0.0002232142857142857
C02374,7,Family,26-35,Desserts,Occasional,1,0.00011160714285714285
C02375,7,Student,18-25,Cafe,Regular,2,0.0002232142857142857
C02376,9,Family,26-35,Desserts,Occasional,1,0.00011160714285714285
C02377,5,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C02378,8,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C02379,10,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C02380,10,Working Professional,46-55,South Indian,Regular,2,0.0002232142857142857
C02381,8,Young Professional,36-45,Pizza,Regular,2,0.0002232142857142857
C02382,1,Student,46-55,Pizza,Frequent,4,0.0004464285714285714
C02383,5,Student,26-35,North Indian,Frequent,4,0.0004464285714285714
C02384,3,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C02385,1,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C02386,4,Family,18-25,Desserts,Regular,2,0.0002232142857142857
C02387,8,Young Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C02388,3,Family,26-35,South Indian,Regular,2,0.0002232142857142857
C02389,10,Working Professional,26-35,Burgers,Regular,2,0.0002232142857142857
C02390,2,Young Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C02391,9,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C02392,10,Young Professional,56+,Cafe,Occasional,1,0.00011160714285714285
C02393,5,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C02394,7,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C02395,2,Family,26-35,South Indian,Frequent,4,0.0004464285714285714
C02396,9,Family,56+,North Indian,Occasional,1,0.00011160714285714285
C02397,9,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C02398,4,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C02399,4,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C02400,6,Young Professional,36-45,Cafe,Regular,2,0.0002232142857142857
C02401,10,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02402,10,Young Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C02403,10,Working Professional,46-55,North Indian,Occasional,1,0.00011160714285714285
C02404,6,Working Professional,56+,South Indian,Occasional,1,0.00011160714285714285
C02405,1,Family,26-35,Pizza,Regular,2,0.0002232142857142857
C02406,9,Working Professional,46-55,North Indian,Regular,2,0.0002232142857142857
C02407,2,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02408,5,Family,46-55,Biryani,Occasional,1,0.00011160714285714285
C02409,9,Working Professional,26-35,Biryani,Frequent,4,0.0004464285714285714
C02410,4,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C02411,3,Working Professional,46-55,North Indian,Regular,2,0.0002232142857142857
C02412,7,Student,46-55,Momos,Occasional,1,0.00011160714285714285
C02413,6,Family,18-25,Healthy,Occasional,1,0.00011160714285714285
C02414,8,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C02415,3,Student,18-25,South Indian,Regular,2,0.0002232142857142857
C02416,5,Student,36-45,South Indian,Frequent,4,0.0004464285714285714
C02417,10,Student,36-45,Pizza,Occasional,1,0.00011160714285714285
C02418,4,Working Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C02419,4,Young Professional,36-45,Cafe,Occasional,1,0.00011160714285714285
C02420,4,Family,26-35,Desserts,Occasional,1,0.00011160714285714285
C02421,10,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C02422,8,Family,18-25,Momos,Occasional,1,0.00011160714285714285
C02423,6,Student,18-25,Desserts,Regular,2,0.0002232142857142857
C02424,3,Young Professional,36-45,Cafe,Occasional,1,0.00011160714285714285
C02425,10,Student,18-25,Cafe,Occasional,1,0.00011160714285714285
C02426,5,Working Professional,26-35,Pizza,Frequent,4,0.0004464285714285714
C02427,6,Working Professional,36-45,Momos,Occasional,1,0.00011160714285714285
C02428,5,Student,18-25,Momos,Frequent,4,0.0004464285714285714
C02429,6,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C02430,8,Working Professional,26-35,Desserts,Frequent,4,0.0004464285714285714
C02431,7,Family,36-45,Cafe,Regular,2,0.0002232142857142857
C02432,5,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C02433,10,Student,26-35,Chinese,Frequent,4,0.0004464285714285714
C02434,6,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C02435,4,Student,36-45,Momos,Frequent,4,0.0004464285714285714
C02436,9,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02437,4,Student,56+,Momos,Occasional,1,0.00011160714285714285
C02438,1,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C02439,7,Family,46-55,South Indian,Regular,2,0.0002232142857142857
C02440,7,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C02441,4,Young Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C02442,3,Young Professional,46-55,Chinese,Regular,2,0.0002232142857142857
C02443,8,Family,18-25,North Indian,Regular,2,0.0002232142857142857
C02444,5,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C02445,10,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C02446,7,Family,56+,North Indian,Occasional,1,0.00011160714285714285
C02447,4,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C02448,4,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C02449,8,Young Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C02450,8,Family,26-35,Burgers,Occasional,1,0.00011160714285714285
C02451,2,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C02452,2,Student,26-35,Cafe,Frequent,4,0.0004464285714285714
C02453,3,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C02454,3,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C02455,1,Student,18-25,South Indian,Regular,2,0.0002232142857142857
C02456,3,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C02457,6,Working Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C02458,8,Family,26-35,Pizza,Regular,2,0.0002232142857142857
C02459,10,Student,26-35,South Indian,Occasional,1,0.00011160714285714285
C02460,6,Family,18-25,South Indian,Occasional,1,0.00011160714285714285
C02461,5,Student,26-35,Burgers,Frequent,4,0.0004464285714285714
C02462,4,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C02463,3,Young Professional,18-25,Healthy,Regular,2,0.0002232142857142857
C02464,4,Family,26-35,Pizza,Regular,2,0.0002232142857142857
C02465,7,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02466,1,Young Professional,26-35,South Indian,Occasional,1,0.00011160714285714285
C02467,7,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C02468,1,Family,46-55,Chinese,Occasional,1,0.00011160714285714285
C02469,2,Young Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C02470,4,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C02471,1,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C02472,9,Young Professional,46-55,North Indian,Frequent,4,0.0004464285714285714
C02473,6,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C02474,1,Student,36-45,South Indian,Regular,2,0.0002232142857142857
C02475,1,Working Professional,18-25,Healthy,Regular,2,0.0002232142857142857
C02476,6,Family,36-45,South Indian,Frequent,4,0.0004464285714285714
C02477,4,Working Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C02478,4,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C02479,6,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C02480,7,Family,56+,Pizza,Regular,2,0.0002232142857142857
C02481,9,Working Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C02482,10,Family,26-35,Biryani,Frequent,4,0.0004464285714285714
C02483,5,Family,18-25,Cafe,Frequent,4,0.0004464285714285714
C02484,9,Family,26-35,Desserts,Occasional,1,0.00011160714285714285
C02485,4,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02486,10,Working Professional,18-25,Cafe,Frequent,4,0.0004464285714285714
C02487,2,Young Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C02488,3,Student,46-55,Burgers,Frequent,4,0.0004464285714285714
C02489,1,Student,36-45,Burgers,Regular,2,0.0002232142857142857
C02490,6,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C02491,6,Young Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C02492,1,Student,46-55,Chinese,Occasional,1,0.00011160714285714285
C02493,3,Student,36-45,Biryani,Regular,2,0.0002232142857142857
C02494,5,Student,36-45,Healthy,Occasional,1,0.00011160714285714285
C02495,3,Family,56+,Pizza,Regular,2,0.0002232142857142857
C02496,10,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C02497,3,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C02498,10,Working Professional,26-35,Cafe,Frequent,4,0.0004464285714285714
C02499,3,Young Professional,56+,Chinese,Frequent,4,0.0004464285714285714
C02500,5,Working Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C02501,5,Student,18-25,South Indian,Regular,2,0.0002232142857142857
C02502,4,Working Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C02503,1,Young Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C02504,5,Family,56+,Biryani,Frequent,4,0.0004464285714285714
C02505,10,Young Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C02506,5,Young Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C02507,4,Student,46-55,Momos,Frequent,4,0.0004464285714285714
C02508,6,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C02509,10,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C02510,4,Working Professional,46-55,Chinese,Frequent,4,0.0004464285714285714
C02511,7,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C02512,7,Working Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C02513,2,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C02514,3,Student,18-25,Pizza,Regular,2,0.0002232142857142857
C02515,1,Young Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C02516,8,Student,26-35,Momos,Frequent,4,0.0004464285714285714
C02517,9,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C02518,4,Young Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C02519,6,Family,26-35,Biryani,Regular,2,0.0002232142857142857
C02520,9,Family,36-45,Pizza,Regular,2,0.0002232142857142857
C02521,6,Student,36-45,Chinese,Regular,2,0.0002232142857142857
C02522,9,Working Professional,46-55,North Indian,Occasional,1,0.00011160714285714285
C02523,4,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C02524,8,Family,36-45,Biryani,Occasional,1,0.00011160714285714285
C02525,9,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C02526,4,Young Professional,36-45,Momos,Occasional,1,0.00011160714285714285
C02527,5,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C02528,8,Young Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C02529,10,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C02530,6,Family,18-25,North Indian,Frequent,4,0.0004464285714285714
C02531,7,Student,26-35,Momos,Regular,2,0.0002232142857142857
C02532,3,Working Professional,56+,Biryani,Regular,2,0.0002232142857142857
C02533,7,Young Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C02534,8,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C02535,10,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C02536,6,Working Professional,36-45,Cafe,Regular,2,0.0002232142857142857
C02537,10,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C02538,9,Young Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C02539,6,Young Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C02540,9,Working Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C02541,4,Student,26-35,Chinese,Regular,2,0.0002232142857142857
